latitude,longitude,frp,daynight,datetime
16.57151,78.21071,6.04,D,2026-05-15 08:33:00
16.58201,76.49802,3.18,D,2026-05-15 08:33:00
16.58577,76.49747,3.18,D,2026-05-15 08:33:00
16.61976,76.51937,6.79,D,2026-05-15 08:33:00
16.61977,76.52148,4.73,D,2026-05-15 08:33:00
16.65725,73.6977,13.75,D,2026-05-15 08:33:00
16.65779,73.70139,9.02,D,2026-05-15 08:33:00
16.66006,73.69349,13.75,D,2026-05-15 08:33:00
16.6606,73.69716,13.75,D,2026-05-15 08:33:00
16.66114,73.70084,9.02,D,2026-05-15 08:33:00
16.66167,73.70451,9.02,D,2026-05-15 08:33:00
16.71369,81.18076,5.62,D,2026-05-15 08:33:00
16.74093,76.50819,3.71,D,2026-05-15 08:33:00
16.74156,76.51296,3.71,D,2026-05-15 08:33:00
16.74471,76.50768,2.39,D,2026-05-15 08:33:00
16.77939,76.56596,3.66,D,2026-05-15 08:33:00
16.7795,75.71365,5.88,D,2026-05-15 08:33:00
16.78604,82.08218,2.35,D,2026-05-15 08:33:00
16.79145,81.40367,9.21,D,2026-05-15 08:33:00
16.79261,81.40372,7.76,D,2026-05-15 08:33:00
16.79401,80.51558,5.17,D,2026-05-15 08:33:00
16.79423,82.00508,8.21,D,2026-05-15 08:33:00
16.79539,82.01577,8.58,D,2026-05-15 08:33:00
16.79577,82.01933,8.58,D,2026-05-15 08:33:00
16.79624,80.51804,4.66,D,2026-05-15 08:33:00
16.79887,82.04795,5.3,D,2026-05-15 08:33:00
16.79926,82.00092,8.92,D,2026-05-15 08:33:00
16.80081,82.01514,2.37,D,2026-05-15 08:33:00
16.81863,82.0276,2.91,D,2026-05-15 08:33:00
16.84471,82.06465,5.27,D,2026-05-15 08:33:00
16.85198,82.03109,3.27,D,2026-05-15 08:33:00
16.854,82.03189,6.45,D,2026-05-15 08:33:00
16.857,82.02691,3.5,D,2026-05-15 08:33:00
16.8576,82.08146,4.68,D,2026-05-15 08:33:00
16.85927,82.08232,3.83,D,2026-05-15 08:33:00
16.86207,82.05645,3.14,D,2026-05-15 08:33:00
16.86293,80.49294,4.39,D,2026-05-15 08:33:00
16.86305,82.08085,5.75,D,2026-05-15 08:33:00
16.86472,82.0817,3.83,D,2026-05-15 08:33:00
16.86867,80.98721,1.44,D,2026-05-15 08:33:00
16.88283,81.94201,3.84,D,2026-05-15 08:33:00
16.94207,82.03285,3.42,D,2026-05-15 08:33:00
16.94751,82.03226,3.42,D,2026-05-15 08:33:00
16.9479,82.03585,6.16,D,2026-05-15 08:33:00
16.9518,79.80182,4.09,D,2026-05-15 08:33:00
16.9757,80.8538,12.56,D,2026-05-15 08:33:00
16.99072,82.12279,7.07,D,2026-05-15 08:33:00
16.99113,82.12643,8.48,D,2026-05-15 08:33:00
16.9915,82.12473,11.2,D,2026-05-15 08:33:00
16.9923,80.32468,3.79,D,2026-05-15 08:33:00
17.00533,73.62699,4.42,D,2026-05-15 08:33:00
17.00722,80.86212,15.22,D,2026-05-15 08:33:00
17.01739,80.24328,3.82,D,2026-05-15 08:33:00
17.03112,80.80449,1.99,D,2026-05-15 08:33:00
17.03909,80.83717,11.9,D,2026-05-15 08:33:00
17.04031,80.83962,11.85,D,2026-05-15 08:33:00
17.04411,80.83656,8.36,D,2026-05-15 08:33:00
17.04477,80.84256,8.36,D,2026-05-15 08:33:00
17.04533,80.83904,11.85,D,2026-05-15 08:33:00
17.04797,80.99397,2.82,D,2026-05-15 08:33:00
17.06248,81.64108,2.74,D,2026-05-15 08:33:00
17.07929,81.74664,4.74,D,2026-05-15 08:33:00
17.08594,81.65905,3.3,D,2026-05-15 08:33:00
17.0905,81.65163,2.4,D,2026-05-15 08:33:00
17.10614,80.66759,8.18,D,2026-05-15 08:33:00
17.11044,81.35547,4.33,D,2026-05-15 08:33:00
17.1109,81.35648,3.94,D,2026-05-15 08:33:00
17.13272,81.74056,3.12,D,2026-05-15 08:33:00
17.13729,80.80701,5.32,D,2026-05-15 08:33:00
17.13753,80.80721,4.68,D,2026-05-15 08:33:00
17.14234,80.67523,8.43,D,2026-05-15 08:33:00
17.14305,80.67472,4.63,D,2026-05-15 08:33:00
17.14802,80.67407,4.63,D,2026-05-15 08:33:00
17.16321,81.64484,3.7,D,2026-05-15 08:33:00
17.20762,81.60865,8.58,D,2026-05-15 08:33:00
17.208,81.61208,7.22,D,2026-05-15 08:33:00
17.21254,81.60462,13.77,D,2026-05-15 08:33:00
17.21292,81.60804,13.77,D,2026-05-15 08:33:00
17.2133,81.61147,6.87,D,2026-05-15 08:33:00
17.21368,81.61488,6.87,D,2026-05-15 08:33:00
17.21895,81.80988,5.61,D,2026-05-15 08:33:00
17.21899,81.61427,6.87,D,2026-05-15 08:33:00
17.28192,81.27299,5.35,D,2026-05-15 08:33:00
17.30063,77.42493,3.37,D,2026-05-15 08:33:00
17.32494,81.42349,2.0,D,2026-05-15 08:33:00
17.3743,79.64471,2.67,D,2026-05-15 08:33:00
17.44364,75.84424,2.85,D,2026-05-15 08:33:00
17.48198,79.10991,3.56,D,2026-05-15 08:33:00
17.51122,73.82355,5.25,D,2026-05-15 08:33:00
17.52196,80.85176,1.72,D,2026-05-15 08:33:00
17.54469,78.67976,5.4,D,2026-05-15 08:33:00
17.54833,78.67824,5.75,D,2026-05-15 08:33:00
17.56342,79.39828,4.1,D,2026-05-15 08:33:00
17.57811,79.64494,3.58,D,2026-05-15 08:33:00
17.63229,79.38952,4.51,D,2026-05-15 08:33:00
17.64005,79.76764,5.73,D,2026-05-15 08:33:00
17.64313,75.72682,1.8,D,2026-05-15 08:33:00
17.66432,75.0193,8.22,D,2026-05-15 08:33:00
17.69016,80.36762,5.22,D,2026-05-15 08:33:00
17.72066,77.9051,7.04,D,2026-05-15 08:33:00
17.72163,75.78945,3.64,D,2026-05-15 08:33:00
17.73481,81.24342,4.74,D,2026-05-15 08:33:00
17.73515,81.24305,4.37,D,2026-05-15 08:33:00
17.8572,77.90375,12.32,D,2026-05-15 08:33:00
17.89716,78.0126,4.33,D,2026-05-15 08:33:00
17.92809,78.02076,3.58,D,2026-05-15 08:33:00
17.93177,81.15265,1.6,D,2026-05-15 08:33:00
17.93263,81.15352,1.91,D,2026-05-15 08:33:00
17.93637,78.12324,4.8,D,2026-05-15 08:33:00
17.93688,78.12738,4.25,D,2026-05-15 08:33:00
17.95867,79.67165,5.74,D,2026-05-15 08:33:00
17.96396,79.92262,7.93,D,2026-05-15 08:33:00
17.98262,78.0798,5.5,D,2026-05-15 08:33:00
17.98512,79.8102,3.92,D,2026-05-15 08:33:00
17.98685,78.07928,4.02,D,2026-05-15 08:33:00
17.99253,79.71519,7.3,D,2026-05-15 08:33:00
17.99344,79.76276,7.77,D,2026-05-15 08:33:00
17.99348,79.71331,4.95,D,2026-05-15 08:33:00
17.99407,79.71853,4.95,D,2026-05-15 08:33:00
17.99407,79.76807,7.77,D,2026-05-15 08:33:00
17.99464,79.76626,14.19,D,2026-05-15 08:33:00
18.00526,79.69059,3.51,D,2026-05-15 08:33:00
18.00645,79.70107,3.89,D,2026-05-15 08:33:00
18.00705,79.70631,3.89,D,2026-05-15 08:33:00
18.00708,77.93288,2.69,D,2026-05-15 08:33:00
18.01062,79.73778,4.76,D,2026-05-15 08:33:00
18.01121,79.743,11.05,D,2026-05-15 08:33:00
18.01583,79.65774,8.43,D,2026-05-15 08:33:00
18.01642,79.66292,8.43,D,2026-05-15 08:33:00
18.0224,79.71501,3.61,D,2026-05-15 08:33:00
18.03163,79.62954,2.01,D,2026-05-15 08:33:00
18.03535,79.70282,7.85,D,2026-05-15 08:33:00
18.03548,79.74545,6.33,D,2026-05-15 08:33:00
18.04021,79.74487,6.33,D,2026-05-15 08:33:00
18.04494,79.74432,4.1,D,2026-05-15 08:33:00
18.07257,78.04755,7.34,D,2026-05-15 08:33:00
18.08447,78.10842,12.0,D,2026-05-15 08:33:00
18.10124,78.17338,4.27,D,2026-05-15 08:33:00
18.1036,78.0891,4.33,D,2026-05-15 08:33:00
18.10487,78.2024,5.41,D,2026-05-15 08:33:00
18.10914,78.20184,4.21,D,2026-05-15 08:33:00
18.1224,78.23824,6.09,D,2026-05-15 08:33:00
18.13013,78.16995,5.36,D,2026-05-15 08:33:00
18.13907,79.63458,6.15,D,2026-05-15 08:33:00
18.1417,79.74033,7.05,D,2026-05-15 08:33:00
18.14476,78.40354,2.47,D,2026-05-15 08:33:00
18.21003,79.78796,14.74,D,2026-05-15 08:33:00
18.21019,79.79091,12.43,D,2026-05-15 08:33:00
17.61915,73.57787,2.53,D,2026-05-15 08:35:00
17.6197,73.5816,2.53,D,2026-05-15 08:35:00
17.62251,73.57732,2.53,D,2026-05-15 08:35:00
17.69008,73.47529,6.69,D,2026-05-15 08:35:00
17.69015,73.45251,4.84,D,2026-05-15 08:35:00
17.69344,73.47476,4.69,D,2026-05-15 08:35:00
17.74107,73.48273,4.85,D,2026-05-15 08:35:00
17.89791,73.2181,3.77,D,2026-05-15 08:35:00
17.89845,73.22179,11.55,D,2026-05-15 08:35:00
17.89899,73.22547,11.55,D,2026-05-15 08:35:00
17.90013,75.57009,7.31,D,2026-05-15 08:35:00
17.90125,73.21757,3.77,D,2026-05-15 08:35:00
17.90179,73.22125,11.55,D,2026-05-15 08:35:00
17.90233,73.22494,11.55,D,2026-05-15 08:35:00
17.90377,75.56955,6.87,D,2026-05-15 08:35:00
17.90513,73.22072,3.94,D,2026-05-15 08:35:00
17.90748,73.1902,5.25,D,2026-05-15 08:35:00
18.08076,73.9528,6.11,D,2026-05-15 08:35:00
18.14416,76.46243,9.79,D,2026-05-15 08:35:00
18.14643,78.19744,4.89,D,2026-05-15 08:35:00
18.14993,78.15463,3.2,D,2026-05-15 08:35:00
18.1502,78.19268,4.89,D,2026-05-15 08:35:00
18.15418,78.15406,3.2,D,2026-05-15 08:35:00
18.1559,78.13264,5.07,D,2026-05-15 08:35:00
18.20538,78.11336,5.06,D,2026-05-15 08:35:00
18.20962,78.11278,5.06,D,2026-05-15 08:35:00
18.23869,78.11337,4.65,D,2026-05-15 08:35:00
18.28834,78.06064,4.89,D,2026-05-15 08:35:00
18.29258,78.06006,4.89,D,2026-05-15 08:35:00
18.29647,79.3969,7.45,D,2026-05-15 08:35:00
18.29704,79.40194,18.45,D,2026-05-15 08:35:00
18.30111,79.39635,7.45,D,2026-05-15 08:35:00
18.3027,78.03764,3.93,D,2026-05-15 08:35:00
18.30387,77.87079,2.74,D,2026-05-15 08:35:00
18.30723,78.10827,11.13,D,2026-05-15 08:35:00
18.30775,78.11245,12.56,D,2026-05-15 08:35:00
18.3086,79.29908,11.93,D,2026-05-15 08:35:00
18.31149,78.10772,3.98,D,2026-05-15 08:35:00
18.31321,79.29852,5.02,D,2026-05-15 08:35:00
18.31574,78.10715,3.98,D,2026-05-15 08:35:00
18.32015,77.86456,3.98,D,2026-05-15 08:35:00
18.32064,77.86859,3.98,D,2026-05-15 08:35:00
18.32903,77.8675,7.36,D,2026-05-15 08:35:00
18.32952,77.87153,5.14,D,2026-05-15 08:35:00
18.33013,79.40309,9.98,D,2026-05-15 08:35:00
18.33418,79.39747,9.56,D,2026-05-15 08:35:00
18.34246,78.72228,3.82,D,2026-05-15 08:35:00
18.34621,79.34002,3.82,D,2026-05-15 08:35:00
18.3468,79.34503,6.11,D,2026-05-15 08:35:00
18.37044,77.85793,3.93,D,2026-05-15 08:35:00
18.37094,77.86193,3.93,D,2026-05-15 08:35:00
18.37128,77.79688,1.7,D,2026-05-15 08:35:00
18.37394,79.33654,4.11,D,2026-05-15 08:35:00
18.37463,77.85738,3.93,D,2026-05-15 08:35:00
18.37513,77.86137,3.93,D,2026-05-15 08:35:00
18.37566,78.84879,3.33,D,2026-05-15 08:35:00
18.37727,79.33787,2.12,D,2026-05-15 08:35:00
18.39493,77.98543,7.79,D,2026-05-15 08:35:00
18.40942,78.97802,11.81,D,2026-05-15 08:35:00
18.4193,77.76618,4.19,D,2026-05-15 08:35:00
18.42347,77.76562,4.04,D,2026-05-15 08:35:00
18.42395,77.76961,7.2,D,2026-05-15 08:35:00
18.4367,77.66766,6.68,D,2026-05-15 08:35:00
18.44391,79.3858,1.92,D,2026-05-15 08:35:00
18.44638,77.61069,6.71,D,2026-05-15 08:35:00
18.44687,77.61456,12.25,D,2026-05-15 08:35:00
18.51634,78.53687,0.98,D,2026-05-15 08:35:00
18.52187,79.42089,5.3,D,2026-05-15 08:35:00
18.52466,78.89388,4.34,D,2026-05-15 08:35:00
18.52476,78.64623,17.96,D,2026-05-15 08:35:00
18.52529,78.65079,39.29,D,2026-05-15 08:35:00
18.52972,78.65026,2.1,D,2026-05-15 08:35:00
18.5306,79.4146,10.36,D,2026-05-15 08:35:00
18.53526,79.41403,10.36,D,2026-05-15 08:35:00
18.53796,77.86013,1.37,D,2026-05-15 08:35:00
18.54915,79.37116,3.73,D,2026-05-15 08:35:00
18.57724,72.24187,3.27,D,2026-05-15 08:35:00
18.57905,73.06579,6.07,D,2026-05-15 08:35:00
18.59467,73.26529,1.41,D,2026-05-15 08:35:00
18.59976,78.48789,4.25,D,2026-05-15 08:35:00
18.61302,78.97016,4.24,D,2026-05-15 08:35:00
18.6173,78.37397,2.63,D,2026-05-15 08:35:00
18.61745,78.08749,4.09,D,2026-05-15 08:35:00
18.62095,78.15115,8.11,D,2026-05-15 08:35:00
18.62172,78.08698,6.4,D,2026-05-15 08:35:00
18.62271,78.38217,3.49,D,2026-05-15 08:35:00
18.62799,78.28012,5.91,D,2026-05-15 08:35:00
18.62852,78.28445,5.91,D,2026-05-15 08:35:00
18.64427,78.45092,3.26,D,2026-05-15 08:35:00
18.64955,78.31256,7.88,D,2026-05-15 08:35:00
18.65446,77.86962,5.76,D,2026-05-15 08:35:00
18.66807,78.53733,4.22,D,2026-05-15 08:35:00
18.67159,78.4564,7.55,D,2026-05-15 08:35:00
18.67502,78.70744,5.66,D,2026-05-15 08:35:00
18.68225,73.03381,4.23,D,2026-05-15 08:35:00
18.68669,73.04068,8.33,D,2026-05-15 08:35:00
18.70617,78.81624,7.8,D,2026-05-15 08:35:00
18.70673,78.82084,7.8,D,2026-05-15 08:35:00
18.71235,78.71696,3.08,D,2026-05-15 08:35:00
18.71321,78.24755,3.57,D,2026-05-15 08:35:00
18.71394,78.51463,5.95,D,2026-05-15 08:35:00
18.71701,76.65092,6.33,D,2026-05-15 08:35:00
18.71904,78.7348,4.37,D,2026-05-15 08:35:00
18.72416,78.7586,9.03,D,2026-05-15 08:35:00
18.72631,78.75725,9.25,D,2026-05-15 08:35:00
18.7368,78.44428,4.0,D,2026-05-15 08:35:00
18.74233,77.14264,3.55,D,2026-05-15 08:35:00
18.74548,77.98418,1.55,D,2026-05-15 08:35:00
18.7463,77.9865,2.57,D,2026-05-15 08:35:00
18.751,78.75532,6.25,D,2026-05-15 08:35:00
18.76199,78.81084,2.47,D,2026-05-15 08:35:00
18.76747,78.66447,7.95,D,2026-05-15 08:35:00
18.77094,80.16001,4.46,D,2026-05-15 08:35:00
18.77326,80.16323,3.59,D,2026-05-15 08:35:00
18.78572,79.40832,3.87,D,2026-05-15 08:35:00
18.79404,73.22112,2.43,D,2026-05-15 08:35:00
18.79459,73.22487,2.43,D,2026-05-15 08:35:00
18.79739,73.22052,2.14,D,2026-05-15 08:35:00
18.79794,73.22427,2.14,D,2026-05-15 08:35:00
18.81507,73.65377,5.85,D,2026-05-15 08:35:00
18.82326,78.94293,4.92,D,2026-05-15 08:35:00
18.82377,78.87019,6.75,D,2026-05-15 08:35:00
18.8278,78.94237,4.92,D,2026-05-15 08:35:00
18.83643,78.23416,1.51,D,2026-05-15 08:35:00
18.84614,79.05799,2.41,D,2026-05-15 08:35:00
18.87446,78.43831,3.33,D,2026-05-15 08:35:00
18.90109,78.21294,4.9,D,2026-05-15 08:35:00
18.91153,73.38262,4.0,D,2026-05-15 08:35:00
18.91243,82.61166,2.25,D,2026-05-15 08:35:00
18.92591,77.98589,6.08,D,2026-05-15 08:35:00
18.93188,73.69341,5.79,D,2026-05-15 08:35:00
18.93984,77.95873,4.81,D,2026-05-15 08:35:00
18.94366,82.75484,8.97,D,2026-05-15 08:35:00
18.94448,82.75506,8.7,D,2026-05-15 08:35:00
18.94626,77.94098,3.69,D,2026-05-15 08:35:00
18.95002,77.94106,4.44,D,2026-05-15 08:35:00
18.95462,78.01683,4.77,D,2026-05-15 08:35:00
18.99027,75.70593,4.32,D,2026-05-15 08:35:00
18.99688,77.30164,1.15,D,2026-05-15 08:35:00
19.00448,73.49937,4.14,D,2026-05-15 08:35:00
19.00549,73.49911,4.18,D,2026-05-15 08:35:00
19.03058,78.67439,5.17,D,2026-05-15 08:35:00
19.03166,76.95873,4.67,D,2026-05-15 08:35:00
19.03334,76.95708,9.1,D,2026-05-15 08:35:00
19.03565,76.95818,4.67,D,2026-05-15 08:35:00
19.05375,73.21323,1.35,D,2026-05-15 08:35:00
19.058,78.22414,13.1,D,2026-05-15 08:35:00
19.07491,73.47661,6.89,D,2026-05-15 08:35:00
19.10351,73.40651,2.49,D,2026-05-15 08:35:00
19.10416,82.16703,3.28,D,2026-05-15 08:35:00
19.11379,79.00185,3.09,D,2026-05-15 08:35:00
19.12057,78.00347,7.53,D,2026-05-15 08:35:00
19.12108,78.00767,7.53,D,2026-05-15 08:35:00
19.12447,78.07172,3.0,D,2026-05-15 08:35:00
19.13956,73.7317,4.44,D,2026-05-15 08:35:00
19.1401,73.73548,4.44,D,2026-05-15 08:35:00
19.14132,78.2489,2.84,D,2026-05-15 08:35:00
19.14155,77.96218,6.62,D,2026-05-15 08:35:00
19.14267,78.07796,8.12,D,2026-05-15 08:35:00
19.1435,73.73489,3.85,D,2026-05-15 08:35:00
19.14567,78.24834,2.84,D,2026-05-15 08:35:00
19.15422,78.2829,3.32,D,2026-05-15 08:35:00
19.15527,78.29166,7.81,D,2026-05-15 08:35:00
19.17878,77.99314,7.2,D,2026-05-15 08:35:00
19.18284,77.95413,12.98,D,2026-05-15 08:35:00
19.18489,77.89867,6.65,D,2026-05-15 08:35:00
19.20216,78.24105,3.14,D,2026-05-15 08:35:00
19.20238,77.90054,7.05,D,2026-05-15 08:35:00
19.20288,77.90471,7.05,D,2026-05-15 08:35:00
19.21297,77.98851,6.05,D,2026-05-15 08:35:00
19.21485,78.26357,18.18,D,2026-05-15 08:35:00
19.21797,73.552,3.33,D,2026-05-15 08:35:00
19.22303,78.25799,3.23,D,2026-05-15 08:35:00
19.23997,77.92525,7.55,D,2026-05-15 08:35:00
19.24016,73.26829,2.3,D,2026-05-15 08:35:00
19.24064,78.22015,3.36,D,2026-05-15 08:35:00
19.26489,77.95168,2.81,D,2026-05-15 08:35:00
19.26756,77.95145,3.02,D,2026-05-15 08:35:00
19.26805,77.95565,3.02,D,2026-05-15 08:35:00
19.26902,74.7709,5.8,D,2026-05-15 08:35:00
19.26967,77.95528,2.81,D,2026-05-15 08:35:00
19.30605,79.50523,11.12,D,2026-05-15 08:35:00
19.3319,78.31517,5.69,D,2026-05-15 08:35:00
19.33628,78.31472,7.48,D,2026-05-15 08:35:00
19.37175,71.35477,4.13,D,2026-05-15 08:35:00
19.41827,73.61064,6.91,D,2026-05-15 08:35:00
19.42488,73.46405,5.25,D,2026-05-15 08:35:00
19.52297,75.37878,4.03,D,2026-05-15 08:35:00
19.55319,84.08449,3.84,D,2026-05-15 08:35:00
19.55817,76.94203,13.29,D,2026-05-15 08:35:00
19.56348,83.24303,10.2,D,2026-05-15 08:35:00
19.56951,83.24214,10.2,D,2026-05-15 08:35:00
19.57877,73.5143,11.55,D,2026-05-15 08:35:00
19.57932,73.51814,11.55,D,2026-05-15 08:35:00
19.58051,80.1473,14.25,D,2026-05-15 08:35:00
19.58556,73.51319,24.36,D,2026-05-15 08:35:00
19.58611,73.51704,24.36,D,2026-05-15 08:35:00
19.58895,73.51264,7.73,D,2026-05-15 08:35:00
19.5895,73.51648,7.73,D,2026-05-15 08:35:00
19.62886,73.99368,10.75,D,2026-05-15 08:35:00
19.64476,73.41329,4.12,D,2026-05-15 08:35:00
19.64562,76.60561,14.47,D,2026-05-15 08:35:00
19.64654,76.60806,8.96,D,2026-05-15 08:35:00
19.65189,79.73766,7.8,D,2026-05-15 08:35:00
19.65251,79.74324,10.37,D,2026-05-15 08:35:00
19.65706,73.59949,1.86,D,2026-05-15 08:35:00
19.66225,79.48471,11.55,D,2026-05-15 08:35:00
19.66241,79.48775,10.81,D,2026-05-15 08:35:00
19.66448,78.67697,5.35,D,2026-05-15 08:35:00
19.66899,78.67644,5.35,D,2026-05-15 08:35:00
19.70184,73.01206,3.56,D,2026-05-15 08:35:00
19.70486,82.98647,5.55,D,2026-05-15 08:35:00
19.70779,77.96517,5.72,D,2026-05-15 08:35:00
19.70916,79.51684,7.55,D,2026-05-15 08:35:00
19.70997,77.96641,7.41,D,2026-05-15 08:35:00
19.71393,79.51625,12.83,D,2026-05-15 08:35:00
19.72595,79.62491,11.32,D,2026-05-15 08:35:00
19.72656,79.63044,11.32,D,2026-05-15 08:35:00
19.73076,79.62437,11.32,D,2026-05-15 08:35:00
19.7487,75.75469,8.1,D,2026-05-15 08:35:00
19.7527,73.19716,5.67,D,2026-05-15 08:35:00
19.75325,73.20095,5.67,D,2026-05-15 08:35:00
19.77212,77.62277,9.16,D,2026-05-15 08:35:00
19.77264,77.62292,6.39,D,2026-05-15 08:35:00
19.78627,80.73354,5.46,D,2026-05-15 08:35:00
19.79106,80.72943,12.84,D,2026-05-15 08:35:00
19.79141,80.73267,38.25,D,2026-05-15 08:35:00
19.79222,80.73044,19.34,D,2026-05-15 08:35:00
19.79276,83.91895,4.4,D,2026-05-15 08:35:00
19.79588,83.91862,3.43,D,2026-05-15 08:35:00
19.81552,73.22572,1.75,D,2026-05-15 08:35:00
19.83029,83.94786,13.1,D,2026-05-15 08:35:00
19.83393,80.72897,3.48,D,2026-05-15 08:35:00
19.8423,80.51197,2.1,D,2026-05-15 08:35:00
19.85062,72.7729,1.64,D,2026-05-15 08:35:00
19.86009,83.99606,21.96,D,2026-05-15 08:35:00
19.86057,84.0015,20.27,D,2026-05-15 08:35:00
19.87377,73.65321,2.85,D,2026-05-15 08:35:00
19.89087,77.32912,4.07,D,2026-05-15 08:35:00
19.89499,77.32846,6.1,D,2026-05-15 08:35:00
19.92612,79.59669,13.72,D,2026-05-15 08:35:00
19.98792,77.95259,6.29,D,2026-05-15 08:35:00
19.99433,79.81533,5.09,D,2026-05-15 08:35:00
20.01009,76.17969,7.83,D,2026-05-15 08:35:00
20.02601,80.3867,2.98,D,2026-05-15 08:35:00
20.05374,80.60098,2.43,D,2026-05-15 08:35:00
20.0876,73.936,1.23,D,2026-05-15 08:35:00
20.08823,74.61472,4.47,D,2026-05-15 08:35:00
20.10579,73.76555,2.18,D,2026-05-15 08:35:00
20.17628,78.60097,11.56,D,2026-05-15 08:35:00
20.19215,78.50333,10.71,D,2026-05-15 08:35:00
20.29343,75.14405,6.71,D,2026-05-15 08:35:00
20.32253,79.55067,7.23,D,2026-05-15 08:35:00
20.32377,79.5522,9.06,D,2026-05-15 08:35:00
20.33023,75.22836,3.66,D,2026-05-15 08:35:00
20.33389,75.22771,4.62,D,2026-05-15 08:35:00
20.37793,78.38311,10.24,D,2026-05-15 08:35:00
20.37806,76.32898,12.21,D,2026-05-15 08:35:00
20.4149,79.99881,31.79,D,2026-05-15 08:35:00
20.43255,72.9625,1.49,D,2026-05-15 08:35:00
20.43592,72.96194,2.32,D,2026-05-15 08:35:00
20.45281,79.88675,3.06,D,2026-05-15 08:35:00
20.4548,79.89047,5.71,D,2026-05-15 08:35:00
20.53854,79.77193,4.12,D,2026-05-15 08:35:00
20.54126,79.76834,6.01,D,2026-05-15 08:35:00
20.61246,75.36704,8.57,D,2026-05-15 08:35:00
20.63485,73.32337,0.87,D,2026-05-15 08:35:00
20.63585,73.97276,6.92,D,2026-05-15 08:35:00
20.63625,79.73495,41.07,D,2026-05-15 08:35:00
20.63644,73.97699,6.92,D,2026-05-15 08:35:00
20.6383,79.73112,24.86,D,2026-05-15 08:35:00
20.63893,79.73685,71.78,D,2026-05-15 08:35:00
20.63912,73.23143,9.33,D,2026-05-15 08:35:00
20.63934,73.97227,17.42,D,2026-05-15 08:35:00
20.63992,73.97649,17.42,D,2026-05-15 08:35:00
20.64114,79.73435,41.07,D,2026-05-15 08:35:00
20.64566,77.81293,17.7,D,2026-05-15 08:35:00
20.64762,77.81052,18.21,D,2026-05-15 08:35:00
20.66332,73.59975,5.05,D,2026-05-15 08:35:00
20.68228,73.5848,5.45,D,2026-05-15 08:35:00
20.69488,80.16222,11.37,D,2026-05-15 08:35:00
20.69506,80.15787,6.31,D,2026-05-15 08:35:00
20.71635,73.67708,1.46,D,2026-05-15 08:35:00
20.7232,80.14031,21.88,D,2026-05-15 08:35:00
20.72384,80.14642,21.88,D,2026-05-15 08:35:00
20.83575,75.22868,12.8,D,2026-05-15 08:35:00
20.86431,73.56866,4.27,D,2026-05-15 08:35:00
20.90398,71.21309,2.74,D,2026-05-15 08:35:00
20.93383,73.68834,4.42,D,2026-05-15 08:35:00
20.96673,85.17389,13.41,D,2026-05-15 08:35:00
20.99938,77.95181,17.09,D,2026-05-15 08:35:00
20.99989,77.95632,17.09,D,2026-05-15 08:35:00
21.00509,72.81883,2.23,D,2026-05-15 08:35:00
21.04406,78.52169,10.9,D,2026-05-15 08:35:00
21.04424,78.51809,11.21,D,2026-05-15 08:35:00
21.04621,78.74246,5.32,D,2026-05-15 08:35:00
21.04676,78.74737,5.32,D,2026-05-15 08:35:00
21.04691,79.31316,8.72,D,2026-05-15 08:35:00
21.07614,76.31493,2.96,D,2026-05-15 08:35:00
21.08103,79.27026,13.24,D,2026-05-15 08:35:00
21.08368,76.02407,12.65,D,2026-05-15 08:35:00
21.09655,79.27946,12.71,D,2026-05-15 08:35:00
21.10052,72.63574,3.13,D,2026-05-15 08:35:00
21.10387,72.63519,6.28,D,2026-05-15 08:35:00
21.10553,72.64655,24.04,D,2026-05-15 08:35:00
21.16054,78.77118,5.62,D,2026-05-15 08:35:00
21.18567,78.70942,8.35,D,2026-05-15 08:35:00
21.18623,78.71455,8.35,D,2026-05-15 08:35:00
21.18638,78.71095,12.36,D,2026-05-15 08:35:00
21.22143,79.87505,8.25,D,2026-05-15 08:35:00
21.31821,76.90545,3.03,D,2026-05-15 08:35:00
21.31866,76.90924,4.4,D,2026-05-15 08:35:00
21.35007,76.75771,5.49,D,2026-05-15 08:35:00
21.35983,78.77265,9.67,D,2026-05-15 08:35:00
21.3604,78.77779,9.67,D,2026-05-15 08:35:00
21.36447,78.77216,11.31,D,2026-05-15 08:35:00
21.36504,78.77728,11.31,D,2026-05-15 08:35:00
21.36761,73.96137,8.85,D,2026-05-15 08:35:00
21.38481,76.80761,6.51,D,2026-05-15 08:35:00
21.38525,76.81141,6.51,D,2026-05-15 08:35:00
21.38527,76.80769,6.97,D,2026-05-15 08:35:00
21.38575,76.81148,6.97,D,2026-05-15 08:35:00
21.38609,79.55643,3.84,D,2026-05-15 08:35:00
21.38622,76.81532,4.95,D,2026-05-15 08:35:00
21.38719,76.82301,6.39,D,2026-05-15 08:35:00
21.38889,76.8071,19.2,D,2026-05-15 08:35:00
21.3898,76.81476,44.12,D,2026-05-15 08:35:00
21.39071,76.82244,4.21,D,2026-05-15 08:35:00
21.39298,76.80663,19.2,D,2026-05-15 08:35:00
21.39343,76.81046,19.2,D,2026-05-15 08:35:00
21.41096,72.97673,6.07,D,2026-05-15 08:35:00
21.41976,71.89135,4.79,D,2026-05-15 08:35:00
21.42032,71.89507,4.79,D,2026-05-15 08:35:00
21.43679,77.73147,10.72,D,2026-05-15 08:35:00
